file,track_index,track_name,channel,instrument,all_program_changes,notes_count,lowest_note,highest_note,duration_ticks,tempos,signatures,keys,format,resolution,total_tracks,total_duration_ticks
"H7.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",93,63,75,13785,"107|107|107|107|107","2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,13785
"H7.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",97,60,67,13785,"107|107|107|107|107","2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,13785
"H7.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",92,51,63,13785,"107|107|107|107|107","2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,13785
"H7.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",95,44,56,13785,"107|107|107|107|107","2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,13785
"H18.mid",0,"",-1,,"",0,,,6720,"100|100|100|100|100","1/4|3/4|4/4|1/4|3/4|4/4|1/4|3/4|4/4|1/4|3/4|4/4|1/4|3/4|4/4","",1,96,5,7065
"H18.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",75,62,76,7065,"100|100|100|100|100","1/4|3/4|4/4|1/4|3/4|4/4|1/4|3/4|4/4|1/4|3/4|4/4|1/4|3/4|4/4","",1,96,5,7065
"H18.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",63,61,69,7065,"100|100|100|100|100","1/4|3/4|4/4|1/4|3/4|4/4|1/4|3/4|4/4|1/4|3/4|4/4|1/4|3/4|4/4","",1,96,5,7065
"H18.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",67,54,62,7065,"100|100|100|100|100","1/4|3/4|4/4|1/4|3/4|4/4|1/4|3/4|4/4|1/4|3/4|4/4|1/4|3/4|4/4","",1,96,5,7065
"H18.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",71,45,59,7065,"100|100|100|100|100","1/4|3/4|4/4|1/4|3/4|4/4|1/4|3/4|4/4|1/4|3/4|4/4|1/4|3/4|4/4","",1,96,5,7065
"H456.mid",0,"",-1,,"",0,,,0,"120","3/2","",1,240,5,23040
"H456.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",43,64,76,23040,"120","3/2","",1,240,5,23040
"H456.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",44,63,68,23040,"120","3/2","",1,240,5,23040
"H456.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",43,56,64,23040,"120","3/2","",1,240,5,23040
"H456.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",42,47,59,23040,"120","3/2","",1,240,5,23040
"H330.mid",0,"",-1,,"",0,,,6144,"69|69|69|69|69","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4","",1,96,5,6873
"H330.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",73,63,77,6873,"69|69|69|69|69","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4","",1,96,5,6873
"H330.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",69,62,72,6873,"69|69|69|69|69","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4","",1,96,5,6873
"H330.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",74,53,65,6873,"69|69|69|69|69","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4","",1,96,5,6873
"H330.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",70,44,60,6873,"69|69|69|69|69","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4","",1,96,5,6873
"H324.mid",0,"",-1,,"",0,,,0,"89|89|89|89|89","4/4|4/4|4/4|4/4|4/4","",1,96,5,9177
"H324.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",86,60,74,9177,"89|89|89|89|89","4/4|4/4|4/4|4/4|4/4","",1,96,5,9177
"H324.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",80,60,67,9177,"89|89|89|89|89","4/4|4/4|4/4|4/4|4/4","",1,96,5,9177
"H324.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",86,53,62,9177,"89|89|89|89|89","4/4|4/4|4/4|4/4|4/4","",1,96,5,9177
"H324.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",80,41,55,9177,"89|89|89|89|89","4/4|4/4|4/4|4/4|4/4","",1,96,5,9177
"H442.mid",0,"",-1,,"",0,,,0,"107|107|107|107|107","4/4|4/4|4/4|4/4|4/4","",1,96,5,9945
"H442.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",68,60,77,9945,"107|107|107|107|107","4/4|4/4|4/4|4/4|4/4","",1,96,5,9945
"H442.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",68,59,72,9945,"107|107|107|107|107","4/4|4/4|4/4|4/4|4/4","",1,96,5,9945
"H442.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",69,52,65,9945,"107|107|107|107|107","4/4|4/4|4/4|4/4|4/4","",1,96,5,9945
"H442.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",68,43,62,9945,"107|107|107|107|107","4/4|4/4|4/4|4/4|4/4","",1,96,5,9945
"H318.mid",0,"",-1,,"",0,,,0,"75|75|75|75|75","6/4|6/4|6/4|6/4|6/4","",1,96,5,4598
"H318.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",55,65,77,4598,"75|75|75|75|75","6/4|6/4|6/4|6/4|6/4","",1,96,5,4598
"H318.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",53,60,67,4598,"75|75|75|75|75","6/4|6/4|6/4|6/4|6/4","",1,96,5,4598
"H318.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",53,53,60,4598,"75|75|75|75|75","6/4|6/4|6/4|6/4|6/4","",1,96,5,4598
"H318.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",52,46,58,4598,"75|75|75|75|75","6/4|6/4|6/4|6/4|6/4","",1,96,5,4598
"H495.mid",0,"",-1,,"",0,,,4704,"80|80|80|80|80","1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4","",1,96,5,5088
"H495.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",60,60,74,5088,"80|80|80|80|80","1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4","",1,96,5,5088
"H495.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",30,60,65,5088,"80|80|80|80|80","1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4","",1,96,5,5088
"H495.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",60,53,65,5088,"80|80|80|80|80","1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4","",1,96,5,5088
"H495.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",30,46,53,5088,"80|80|80|80|80","1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4|1/4|3/4|5/4","",1,96,5,5088
"H481.mid",0,"",-1,,"",0,,,15840,"100","4/4|6/4|4/4","",1,240,5,23520
"H481.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",84,60,73,23520,"100","4/4|6/4|4/4","",1,240,5,23520
"H481.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",78,58,67,23520,"100","4/4|6/4|4/4","",1,240,5,23520
"H481.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",79,51,62,23520,"100","4/4|6/4|4/4","",1,240,5,23520
"H481.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",71,43,55,23520,"100","4/4|6/4|4/4","",1,240,5,23520
"H480.mid",0,"",-1,,"",0,,,5760,"101|101|101|101|101","6/4|9/4|6/4|9/4|6/4|9/4|6/4|9/4|6/4|9/4","",1,96,5,9408
"H480.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",81,62,76,9408,"101|101|101|101|101","6/4|9/4|6/4|9/4|6/4|9/4|6/4|9/4|6/4|9/4","",1,96,5,9408
"H480.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",81,59,67,9408,"101|101|101|101|101","6/4|9/4|6/4|9/4|6/4|9/4|6/4|9/4|6/4|9/4","",1,96,5,9408
"H480.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",81,50,62,9408,"101|101|101|101|101","6/4|9/4|6/4|9/4|6/4|9/4|6/4|9/4|6/4|9/4","",1,96,5,9408
"H480.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",81,43,62,9408,"101|101|101|101|101","6/4|9/4|6/4|9/4|6/4|9/4|6/4|9/4|6/4|9/4","",1,96,5,9408
"H494.mid",0,"",-1,,"",0,,,6336,"135|140|135|140|135|140|135|140|135|140","3/4|9/4|6/4|3/4|9/4|6/4|3/4|9/4|6/4|3/4|9/4|6/4|3/4|9/4|6/4","",1,96,5,6912
"H494.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",36,62,74,6912,"135|140|135|140|135|140|135|140|135|140","3/4|9/4|6/4|3/4|9/4|6/4|3/4|9/4|6/4|3/4|9/4|6/4|3/4|9/4|6/4","",1,96,5,6912
"H494.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",36,58,64,6912,"135|140|135|140|135|140|135|140|135|140","3/4|9/4|6/4|3/4|9/4|6/4|3/4|9/4|6/4|3/4|9/4|6/4|3/4|9/4|6/4","",1,96,5,6912
"H494.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",36,53,60,6912,"135|140|135|140|135|140|135|140|135|140","3/4|9/4|6/4|3/4|9/4|6/4|3/4|9/4|6/4|3/4|9/4|6/4|3/4|9/4|6/4","",1,96,5,6912
"H494.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",36,44,51,6912,"135|140|135|140|135|140|135|140|135|140","3/4|9/4|6/4|3/4|9/4|6/4|3/4|9/4|6/4|3/4|9/4|6/4|3/4|9/4|6/4","",1,96,5,6912
"H319.mid",0,"",-1,,"",0,,,0,"108|108|108|108|108","6/4|6/4|6/4|6/4|6/4","",1,96,5,9216
"H319.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",75,61,75,9216,"108|108|108|108|108","6/4|6/4|6/4|6/4|6/4","",1,96,5,9216
"H319.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",74,56,70,9216,"108|108|108|108|108","6/4|6/4|6/4|6/4|6/4","",1,96,5,9216
"H319.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",73,53,63,9216,"108|108|108|108|108","6/4|6/4|6/4|6/4|6/4","",1,96,5,9216
"H319.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",72,42,56,9216,"108|108|108|108|108","6/4|6/4|6/4|6/4|6/4","",1,96,5,9216
"H325.mid",0,"",-1,,"",0,,,7296,"103|103|103|103|103","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,7660
"H325.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",77,62,76,7660,"103|103|103|103|103","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,7660
"H325.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",75,59,72,7660,"103|103|103|103|103","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,7660
"H325.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",75,54,66,7660,"103|103|103|103|103","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,7660
"H325.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",75,42,62,7660,"103|103|103|103|103","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,7660
"H443.mid",0,"",-1,,"",0,,,35880,"75","3/8|2/4|4/4|2/4|4/4","",1,240,5,36744
"H443.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",125,63,79,36744,"75","3/8|2/4|4/4|2/4|4/4","",1,240,5,36744
"H443.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",123,63,75,36744,"75","3/8|2/4|4/4|2/4|4/4","",1,240,5,36744
"H443.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",146,46,56,36744,"75","3/8|2/4|4/4|2/4|4/4","",1,240,5,36744
"H443.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",137,39,55,36744,"75","3/8|2/4|4/4|2/4|4/4","",1,240,5,36744
"H457.mid",0,"",-1,,"",0,,,0,"69","2/4","",1,240,5,7680
"H457.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",44,60,74,7680,"69","2/4","",1,240,5,7680
"H457.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",43,57,67,7680,"69","2/4","",1,240,5,7680
"H457.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",43,53,58,7680,"69","2/4","",1,240,5,7680
"H457.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",43,46,58,7680,"69","2/4","",1,240,5,7680
"H331.mid",0,"",-1,,"",0,,,0,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,6105
"H331.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",42,62,77,6105,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,6105
"H331.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",42,58,68,6105,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,6105
"H331.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",42,53,63,6105,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,6105
"H331.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",42,41,58,6105,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,6105
"H19.mid",0,"",-1,,"",0,,,9600,"115|115|115|115|115","4/4|8/4|4/4|8/4|4/4|8/4|4/4|8/4|4/4|8/4","",1,96,5,9945
"H19.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",68,62,76,9945,"115|115|115|115|115","4/4|8/4|4/4|8/4|4/4|8/4|4/4|8/4|4/4|8/4","",1,96,5,9945
"H19.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",68,59,69,9945,"115|115|115|115|115","4/4|8/4|4/4|8/4|4/4|8/4|4/4|8/4|4/4|8/4","",1,96,5,9945
"H19.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",67,55,64,9945,"115|115|115|115|115","4/4|8/4|4/4|8/4|4/4|8/4|4/4|8/4|4/4|8/4","",1,96,5,9945
"H19.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",67,43,57,9945,"115|115|115|115|115","4/4|8/4|4/4|8/4|4/4|8/4|4/4|8/4|4/4|8/4","",1,96,5,9945
"H6.mid",0,"",-1,,"",0,,,10176,"100|100|100|100|100","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,10521
"H6.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",69,62,74,10521,"100|100|100|100|100","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,10521
"H6.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",69,57,67,10521,"100|100|100|100|100","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,10521
"H6.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",70,52,62,10521,"100|100|100|100|100","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,10521
"H6.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",68,43,57,10521,"100|100|100|100|100","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,10521
"H25.mid",0,"",-1,,"",0,,,5760,"100|100|100|100|100","4/4|8/4|4/4|8/4|4/4|8/4|4/4|8/4|4/4|8/4","",1,96,5,6124
"H25.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",58,64,76,6124,"100|100|100|100|100","4/4|8/4|4/4|8/4|4/4|8/4|4/4|8/4|4/4|8/4","",1,96,5,6124
"H25.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",58,59,68,6124,"100|100|100|100|100","4/4|8/4|4/4|8/4|4/4|8/4|4/4|8/4|4/4|8/4","",1,96,5,6124
"H25.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",58,51,59,6124,"100|100|100|100|100","4/4|8/4|4/4|8/4|4/4|8/4|4/4|8/4|4/4|8/4","",1,96,5,6124
"H25.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",58,42,59,6124,"100|100|100|100|100","4/4|8/4|4/4|8/4|4/4|8/4|4/4|8/4|4/4|8/4","",1,96,5,6124
"H31.mid",0,"",-1,,"",0,,,15168,"140|140|140|140|140","2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|8/4|2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|8/4|2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|8/4|2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|8/4|2/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|8/4","",1,96,5,15513
