file,track_index,track_name,channel,instrument,all_program_changes,notes_count,lowest_note,highest_note,duration_ticks,tempos,signatures,keys,format,resolution,total_tracks,total_duration_ticks
"H415.mid",0,"",-1,,"",0,,,0,"109","3/4","",1,240,5,11232
"H415.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",42,63,78,11232,"109","3/4","",1,240,5,11232
"H415.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",36,59,69,11232,"109","3/4","",1,240,5,11232
"H415.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",39,54,64,11232,"109","3/4","",1,240,5,11232
"H415.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",36,45,57,11232,"109","3/4","",1,240,5,11232
"H67.mid",0,"",-1,,"",0,,,6624,"107|107|107|107|107","3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4","",1,96,5,6969
"H67.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",50,64,76,6969,"107|107|107|107|107","3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4","",1,96,5,6969
"H67.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",50,59,69,6969,"107|107|107|107|107","3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4","",1,96,5,6969
"H67.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",50,52,62,6969,"107|107|107|107|107","3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4","",1,96,5,6969
"H67.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",50,43,57,6969,"107|107|107|107|107","3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4","",1,96,5,6969
"H73.mid",0,"",-1,,"",0,,,96,"96|96|96|96|96","1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4","",1,96,5,6201
"H73.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",52,62,75,6201,"96|96|96|96|96","1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4","",1,96,5,6201
"H73.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",52,58,68,6201,"96|96|96|96|96","1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4","",1,96,5,6201
"H73.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",52,53,63,6201,"96|96|96|96|96","1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4","",1,96,5,6201
"H73.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",52,44,58,6201,"96|96|96|96|96","1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4|1/4|4/4","",1,96,5,6201
"H98.mid",0,"",-1,,"",0,,,5760,"64|64|64|64|64","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,6124
"H98.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",70,63,77,6124,"64|64|64|64|64","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,6124
"H98.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",70,60,68,6124,"64|64|64|64|64","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,6124
"H98.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",72,55,65,6124,"64|64|64|64|64","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,6124
"H98.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",71,44,61,6124,"64|64|64|64|64","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,6124
"H159.mid",0,"",-1,,"",0,,,0,"120|120|120|120|120","4/4|4/4|4/4|4/4|4/4","",1,96,5,6105
"H159.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",38,62,74,6105,"120|120|120|120|120","4/4|4/4|4/4|4/4|4/4","",1,96,5,6105
"H159.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",37,58,70,6105,"120|120|120|120|120","4/4|4/4|4/4|4/4|4/4","",1,96,5,6105
"H159.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",36,53,65,6105,"120|120|120|120|120","4/4|4/4|4/4|4/4|4/4","",1,96,5,6105
"H159.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",35,45,58,6105,"120|120|120|120|120","4/4|4/4|4/4|4/4|4/4","",1,96,5,6105
"H165.mid",0,"",-1,,"",0,,,2496,"80|80|80|80|80","1/4|3/4|4/4|3/4|1/4|3/4|4/4|3/4|1/4|3/4|4/4|3/4|1/4|3/4|4/4|3/4|1/4|3/4|4/4|3/4","",1,96,5,4771
"H165.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",57,62,74,4771,"80|80|80|80|80","1/4|3/4|4/4|3/4|1/4|3/4|4/4|3/4|1/4|3/4|4/4|3/4|1/4|3/4|4/4|3/4|1/4|3/4|4/4|3/4","",1,96,5,4771
"H165.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",57,61,71,4771,"80|80|80|80|80","1/4|3/4|4/4|3/4|1/4|3/4|4/4|3/4|1/4|3/4|4/4|3/4|1/4|3/4|4/4|3/4|1/4|3/4|4/4|3/4","",1,96,5,4771
"H165.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",56,43,59,4771,"80|80|80|80|80","1/4|3/4|4/4|3/4|1/4|3/4|4/4|3/4|1/4|3/4|4/4|3/4|1/4|3/4|4/4|3/4|1/4|3/4|4/4|3/4","",1,96,5,4771
"H165.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",58,54,64,4771,"80|80|80|80|80","1/4|3/4|4/4|3/4|1/4|3/4|4/4|3/4|1/4|3/4|4/4|3/4|1/4|3/4|4/4|3/4|1/4|3/4|4/4|3/4","",1,96,5,4771
"H603.mid",0,"",-1,,"",0,,,3840,"60|60|60|60|60","2/4|3/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|3/4","",1,96,5,4128
"H603.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",64,66,76,4128,"60|60|60|60|60","2/4|3/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|3/4","",1,96,5,4128
"H603.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",41,60,69,4128,"60|60|60|60|60","2/4|3/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|3/4","",1,96,5,4128
"H603.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",46,55,62,4128,"60|60|60|60|60","2/4|3/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|3/4","",1,96,5,4128
"H603.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",59,43,62,4128,"60|60|60|60|60","2/4|3/4|2/4|3/4|2/4|3/4|2/4|3/4|2/4|3/4","",1,96,5,4128
"H617.mid",0,"",-1,,"",0,,,38400,"120","4/2|5/2|4/2|5/2|4/2","",1,240,5,46080
"H617.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",100,60,77,46080,"120","4/2|5/2|4/2|5/2|4/2","",1,240,5,46080
"H617.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",113,59,69,46080,"120","4/2|5/2|4/2|5/2|4/2","",1,240,5,46080
"H617.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",105,52,62,46080,"120","4/2|5/2|4/2|5/2|4/2","",1,240,5,46080
"H617.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",89,43,60,46080,"120","4/2|5/2|4/2|5/2|4/2","",1,240,5,46080
"H171.mid",0,"",-1,,"",0,,,96,"100|100|100|100|100","1/4|3/4|1/4|3/4|1/4|3/4|1/4|3/4|1/4|3/4","",1,96,5,4675
"H171.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",59,58,75,4675,"100|100|100|100|100","1/4|3/4|1/4|3/4|1/4|3/4|1/4|3/4|1/4|3/4","",1,96,5,4675
"H171.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",59,58,68,4675,"100|100|100|100|100","1/4|3/4|1/4|3/4|1/4|3/4|1/4|3/4|1/4|3/4","",1,96,5,4675
"H171.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",59,51,60,4675,"100|100|100|100|100","1/4|3/4|1/4|3/4|1/4|3/4|1/4|3/4|1/4|3/4","",1,96,5,4675
"H171.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",61,46,58,4675,"100|100|100|100|100","1/4|3/4|1/4|3/4|1/4|3/4|1/4|3/4|1/4|3/4","",1,96,5,4675
"H549.mid",0,"",-1,,"",0,,,0,"104","4/4","",1,240,5,15360
"H549.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",52,67,76,15360,"104","4/4","",1,240,5,15360
"H549.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",49,66,71,15360,"104","4/4","",1,240,5,15360
"H549.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",47,57,65,15360,"104","4/4","",1,240,5,15360
"H549.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",52,43,60,15360,"104","4/4","",1,240,5,15360
"H575.mid",0,"",-1,,"",0,,,0,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,3072
"H575.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",35,65,74,3072,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,3072
"H575.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",36,60,67,3072,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,3072
"H575.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",34,53,63,3072,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,3072
"H575.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",36,45,55,3072,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,3072
"H213.mid",0,"",-1,,"",0,,,8736,"109|109|109|109|109","1/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4","",1,96,5,9379
"H213.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",87,60,77,9379,"109|109|109|109|109","1/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4","",1,96,5,9379
"H213.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",86,60,69,9379,"109|109|109|109|109","1/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4","",1,96,5,9379
"H213.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",86,48,62,9379,"109|109|109|109|109","1/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4","",1,96,5,9379
"H213.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",86,43,57,9379,"109|109|109|109|109","1/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4|1/4|4/4|6/4|4/4","",1,96,5,9379
"H207.mid",0,"",-1,,"",0,,,192,"100|100|100|100|100","2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4","",1,96,5,6124
"H207.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",61,63,75,6124,"100|100|100|100|100","2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4","",1,96,5,6124
"H207.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",61,60,68,6124,"100|100|100|100|100","2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4","",1,96,5,6124
"H207.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",62,55,63,6124,"100|100|100|100|100","2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4","",1,96,5,6124
"H207.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",60,44,60,6124,"100|100|100|100|100","2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4","",1,96,5,6124
"H561.mid",0,"",-1,,"",0,,,2688,"100|100|100|100|100","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,3072
"H561.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",44,62,74,3072,"100|100|100|100|100","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,3072
"H561.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",44,59,65,3072,"100|100|100|100|100","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,3072
"H561.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",44,54,57,3072,"100|100|100|100|100","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,3072
"H561.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",44,43,50,3072,"100|100|100|100|100","4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4|4/4|6/4","",1,96,5,3072
"H211.mid",0,"",-1,,"",0,,,0,"109|109|109|109|109","4/4|4/4|4/4|4/4|4/4","",1,96,5,7574
"H211.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",57,63,75,7574,"109|109|109|109|109","4/4|4/4|4/4|4/4|4/4","",1,96,5,7574
"H211.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",56,60,68,7574,"109|109|109|109|109","4/4|4/4|4/4|4/4|4/4","",1,96,5,7574
"H211.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",55,53,63,7574,"109|109|109|109|109","4/4|4/4|4/4|4/4|4/4","",1,96,5,7574
"H211.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",54,43,58,7574,"109|109|109|109|109","4/4|4/4|4/4|4/4|4/4","",1,96,5,7574
"H577.mid",0,"",-1,,"",0,,,2592,"120|120|120|120|120","3/4|6/4|3/4|3/4|6/4|3/4|3/4|6/4|3/4|3/4|6/4|3/4|3/4|6/4|3/4","",1,96,5,4608
"H577.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",28,65,74,4608,"120|120|120|120|120","3/4|6/4|3/4|3/4|6/4|3/4|3/4|6/4|3/4|3/4|6/4|3/4|3/4|6/4|3/4","",1,96,5,4608
"H577.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",30,60,65,4608,"120|120|120|120|120","3/4|6/4|3/4|3/4|6/4|3/4|3/4|6/4|3/4|3/4|6/4|3/4|3/4|6/4|3/4","",1,96,5,4608
"H577.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",32,53,60,4608,"120|120|120|120|120","3/4|6/4|3/4|3/4|6/4|3/4|3/4|6/4|3/4|3/4|6/4|3/4|3/4|6/4|3/4","",1,96,5,4608
"H577.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",28,46,58,4608,"120|120|120|120|120","3/4|6/4|3/4|3/4|6/4|3/4|3/4|6/4|3/4|3/4|6/4|3/4|3/4|6/4|3/4","",1,96,5,4608
"H563.mid",0,"",-1,,"",0,,,4032,"100|100|100|100|100","3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4","",1,96,5,4416
"H563.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",62,66,76,4416,"100|100|100|100|100","3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4","",1,96,5,4416
"H563.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",62,62,72,4416,"100|100|100|100|100","3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4","",1,96,5,4416
"H563.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",62,54,62,4416,"100|100|100|100|100","3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4","",1,96,5,4416
"H563.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",62,43,59,4416,"100|100|100|100|100","3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4|3/4|6/4","",1,96,5,4416
"H205.mid",0,"",-1,,"",0,,,0,"100|100|100|100|100","3/4|3/4|3/4|3/4|3/4","",1,96,5,6796
"H205.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",54,64,76,6796,"100|100|100|100|100","3/4|3/4|3/4|3/4|3/4","",1,96,5,6796
"H205.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",51,63,69,6796,"100|100|100|100|100","3/4|3/4|3/4|3/4|3/4","",1,96,5,6796
"H205.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",53,56,64,6796,"100|100|100|100|100","3/4|3/4|3/4|3/4|3/4","",1,96,5,6796
"H205.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",51,45,57,6796,"100|100|100|100|100","3/4|3/4|3/4|3/4|3/4","",1,96,5,6796
"H239.mid",0,"",-1,,"",0,,,0,"89|89|89|89|89","6/4|6/4|6/4|6/4|6/4","",1,96,5,7142
"H239.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",77,62,76,7142,"89|89|89|89|89","6/4|6/4|6/4|6/4|6/4","",1,96,5,7142
"H239.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",73,62,69,6667,"89|89|89|89|89","6/4|6/4|6/4|6/4|6/4","",1,96,5,7142
"H239.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",75,43,55,7142,"89|89|89|89|89","6/4|6/4|6/4|6/4|6/4","",1,96,5,7142
"H239.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",76,54,64,7142,"89|89|89|89|89","6/4|6/4|6/4|6/4|6/4","",1,96,5,7142
"H588.mid",0,"",-1,,"",0,,,0,"61|61|61|61|61","2/4|2/4|2/4|2/4|2/4","",1,96,5,3264
"H588.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",56,60,74,3264,"61|61|61|61|61","2/4|2/4|2/4|2/4|2/4","",1,96,5,3264
"H588.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",56,60,67,3264,"61|61|61|61|61","2/4|2/4|2/4|2/4|2/4","",1,96,5,3264
"H588.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",56,57,60,3264,"61|61|61|61|61","2/4|2/4|2/4|2/4|2/4","",1,96,5,3264
"H588.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",57,41,53,3264,"61|61|61|61|61","2/4|2/4|2/4|2/4|2/4","",1,96,5,3264
"H601.mid",0,"",-1,,"",0,,,16416,"100|100|100|100|100","6/4|9/4|6/4|6/4|9/4|6/4|6/4|9/4|6/4|6/4|9/4|6/4|6/4|9/4|6/4","",1,96,5,22560
"H601.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",325,58,79,22416,"100|100|100|100|100","6/4|9/4|6/4|6/4|9/4|6/4|6/4|9/4|6/4|6/4|9/4|6/4|6/4|9/4|6/4","",1,96,5,22560
"H601.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",566,53,79,22560,"100|100|100|100|100","6/4|9/4|6/4|6/4|9/4|6/4|6/4|9/4|6/4|6/4|9/4|6/4|6/4|9/4|6/4","",1,96,5,22560
"H601.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",254,39,65,22416,"100|100|100|100|100","6/4|9/4|6/4|6/4|9/4|6/4|6/4|9/4|6/4|6/4|9/4|6/4|6/4|9/4|6/4","",1,96,5,22560
"H601.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",318,34,65,22416,"100|100|100|100|100","6/4|9/4|6/4|6/4|9/4|6/4|6/4|9/4|6/4|6/4|9/4|6/4|6/4|9/4|6/4","",1,96,5,22560
"H167.mid",0,"",-1,,"",0,,,0,"140|140|140|140|140","2/4|2/4|2/4|2/4|2/4","",1,96,5,10137
"H167.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",50,63,75,10137,"140|140|140|140|140","2/4|2/4|2/4|2/4|2/4","",1,96,5,10137
"H167.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",50,58,68,10137,"140|140|140|140|140","2/4|2/4|2/4|2/4|2/4","",1,96,5,10137
"H167.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",51,55,63,10137,"140|140|140|140|140","2/4|2/4|2/4|2/4|2/4","",1,96,5,10137
"H167.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",51,43,58,10137,"140|140|140|140|140","2/4|2/4|2/4|2/4|2/4","",1,96,5,10137
"H173.mid",0,"",-1,,"",0,,,192,"100|100|100|100|100","2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4","",1,96,5,4761
"H173.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",32,62,75,4761,"100|100|100|100|100","2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4","",1,96,5,4761
"H173.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",34,58,67,4761,"100|100|100|100|100","2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4","",1,96,5,4761
"H173.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",34,53,60,4761,"100|100|100|100|100","2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4","",1,96,5,4761
"H173.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",32,44,56,4761,"100|100|100|100|100","2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4|2/4|4/4","",1,96,5,4761
"H615.mid",0,"",-1,,"",0,,,0,"120","3/4","",1,240,5,11520
"H615.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",44,68,80,11520,"120","3/4","",1,240,5,11520
"H615.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",75,60,70,11520,"120","3/4","",1,240,5,11520
"H615.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",34,56,63,11520,"120","3/4","",1,240,5,11520
"H615.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",31,42,54,11520,"120","3/4","",1,240,5,11520
"H629.mid",0,"",-1,,"",0,,,59040,"100","4/4|6/4|4/4|6/4|4/4|6/4|4/4","",1,240,5,60000
"H629.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",223,61,79,60000,"100","4/4|6/4|4/4|6/4|4/4|6/4|4/4","",1,240,5,60000
"H629.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",219,58,77,60000,"100","4/4|6/4|4/4|6/4|4/4|6/4|4/4","",1,240,5,60000
"H629.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",152,51,63,60000,"100","4/4|6/4|4/4|6/4|4/4|6/4|4/4","",1,240,5,60000
"H629.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",167,41,61,60000,"100","4/4|6/4|4/4|6/4|4/4|6/4|4/4","",1,240,5,60000
"H65.mid",0,"",-1,,"",0,,,0,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,7641
"H65.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",59,60,77,7641,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,7641
"H65.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",55,59,72,7641,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,7641
"H65.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",54,52,65,7641,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,7641
"H65.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",55,41,60,7641,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,7641
"H71.mid",0,"",-1,,"",0,,,0,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,6104
"H71.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",35,66,77,6104,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,6104
"H71.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",37,58,72,6104,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,6104
"H71.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",35,55,67,6104,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,6104
"H71.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",37,46,58,6104,"100|100|100|100|100","4/4|4/4|4/4|4/4|4/4","",1,96,5,6104
"H59.mid",0,"",-1,,"",0,,,5856,"100|100|100|100|100","1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4","",1,96,5,6201
"H59.mid",1,"Soprano",0,Acoustic Grand Piano,"Acoustic Grand Piano",56,63,75,6201,"100|100|100|100|100","1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4","",1,96,5,6201
"H59.mid",2,"Alto",1,Acoustic Grand Piano,"Acoustic Grand Piano",54,62,68,6201,"100|100|100|100|100","1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4","",1,96,5,6201
"H59.mid",3,"T�nor",2,Acoustic Grand Piano,"Acoustic Grand Piano",59,53,63,6201,"100|100|100|100|100","1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4","",1,96,5,6201
"H59.mid",4,"Basse",3,Acoustic Grand Piano,"Acoustic Grand Piano",53,43,58,6201,"100|100|100|100|100","1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4|1/4|4/4|5/4","",1,96,5,6201
"H198.mid",0,"",-1,,"",0,,,9600,"160|160|160|160|160","4/4|6/4|4/4|4/4|6/4|4/4|4/4|6/4|4/4|4/4|6/4|4/4|4/4|6/4|4/4","",1,96,5,15705
